timestamp[ns],x[rad/s],y[rad/s],z[rad/s]
865522032926519,-0.14709574,-0.84871113,-0.2899643
865522034927552,-0.19779757,-0.58298475,-0.21421699
865522036928885,-0.21062574,-0.39300564,-0.16168259
865522038926018,-0.20512794,-0.1706507,-0.07310713
865522040927351,-0.19107804,0.06331068,-0.034011755
865522042925684,-0.17580642,0.030934827,-0.02057272
865522044927017,-0.14831747,0.15677308,0.0044727554
865522046928717,-0.12754805,0.3162089,0.024631308
865522048935283,-0.10616777,0.49397066,0.030739961
865522050936916,-0.06585066,0.35041735,0.02951823
865522052940982,-0.031031344,-0.23356983,0.0014184292
865522054942315,0.011118359,-0.5390024,-0.02301618
865522056943648,0.08930911,-0.5035723,-0.121976346
865522058945281,0.14001092,-0.26105875,-0.20566489
865522060946614,0.1406218,0.045595594,-0.23315382
865522062946714,0.1051916,0.5245139,-0.28141218
865522064948047,0.06670709,0.5135184,-0.31195545
865522066944880,0.014172684,0.30276987,-0.3272271
865522068946146,-0.12082854,-0.21951993,-0.33944437
865522070947512,-0.21734525,-0.6098628,-0.26247534
865522072948545,-0.22284304,-0.5225091,-0.2019997
865522074956278,-0.25766236,-0.15232475,-0.101817794
865522076957644,-0.2741557,0.056591168,-0.07249627
865522078958444,-0.28209695,0.4072278,-0.019350989
865522080959777,-0.27171224,0.397454,0.05028765
865522082961477,-0.26071668,0.2984938,0.09365908
865522084962477,-0.2973686,0.18548374,0.17551503
865522086970810,-0.33646396,0.15188614,0.26347962
865522088972176,-0.33035532,0.27711353,0.31540316
865522090973509,-0.3132511,0.24840285,0.3972591
865522092974842,-0.26132753,-0.15293561,0.43085667
865522094976508,-0.21490178,-0.36673844,0.42535892
865522096977841,-0.088452674,-0.18958752,0.36366153
865522098979174,0.05326806,0.052925974,0.3447247
865522100980540,0.13084795,0.057202034,0.3306748
865522102981873,0.2915055,-0.12789014,0.22377338
865522104982873,0.32082704,0.16899037,-0.004079358
865522106984206,0.27317953,0.1879272,-0.08227011
865522108986772,0.1528391,0.7994033,-0.05539204
865522110988105,0.061820175,0.8183401,0.08999389
865522112989038,0.022113934,0.69433445,0.1565782
865522114990371,-0.00965106,0.33636746,0.20544742
865522116991404,0.05632239,0.23557468,0.12970014
865522118992804,0.09786122,0.12745154,0.10404379
865522120994404,0.19987571,-0.11750542,0.111985035
865522122995770,0.26218396,-0.0014410311,0.15230215
865522124996836,0.29272723,-0.0985686,0.17979108
865522127003636,0.34037474,-0.23540242,0.26103616
865522129005069,0.35014856,-0.40888816,0.31295973
865522131005935,0.34709424,-0.38262093,0.32823133
865522133007568,0.31777272,-0.2586153,0.34900075
865522135007834,0.17666285,-0.27388692,0.34716815
865522137009100,0.092974305,-0.29038027,0.3355617
865522139011166,-0.08478748,-0.11689456,0.28791422
865522141012466,-0.2741557,-0.26716742,0.21399952
865522143013466,-0.36639637,-0.44981614,0.17490415
865522145015132,-0.5185018,-0.29160202,0.046011593
865522147014298,-0.63456625,-0.018545257,-0.057224635
865522149015631,-0.64617264,0.003445891,-0.08471357
865522151017331,-0.60707724,-0.20791349,-0.16412605
865522153018697,-0.4732978,-0.29343462,-0.34188786
865522155020030,-0.41465473,-0.32031268,-0.44390234
865522157021363,-0.25582975,-0.20119397,-0.58073616
865522159026729,-0.08478748,-0.03381689,-0.6210533
865522161027962,1.2278391E-4,0.09079962,-0.6216641
865522163029062,0.17116505,0.5623876,-0.61555547
865522165030762,0.29089466,0.30338073,-0.5685189
865522167031795,0.35198116,0.019939253,-0.50926495
865522169026995,0.48637152,-0.6104737,-0.35166168
865522171028195,0.5761687,-0.65079075,-0.22765604
865522173027228,0.5853317,-0.48402455,-0.17634335
865522175028894,0.53157556,0.10973644,-0.071274534
865522177030560,0.3898548,0.6387457,0.10954158
865522179035060,0.3147184,0.70410836,0.2286603
865522181036126,0.1546717,0.5324552,0.429635
865522183037126,0.091752574,0.30826765,0.49316496
865522185039092,0.014172684,-0.13705312,0.5224865
865522187036192,-0.095783055,-0.25433925,0.4571239
865522189037525,-0.14831747,-0.12666841,0.4223046
865522191038658,-0.28759477,0.55933326,0.40886554
865522193040024,-0.42870462,1.3638427,0.4449066
865522195036357,-0.47574124,1.6051345,0.45651302
865522197037557,-0.48612595,1.5422155,0.43085667
865522199040557,-0.4500849,1.2923716,0.32823133
865522201041957,-0.40182653,1.0309212,0.2604253
865522203043623,-0.2918708,0.6045373,0.14863695
865522205044989,-0.16786516,-0.036260348,0.05761803
865522207042922,-0.10250258,-0.2867151,0.024020443
865522209044255,0.05693325,-0.69171876,-0.051115982
865522211045255,0.17177592,-0.735701,-0.1317502
865522213046588,0.21820168,-0.76074654,-0.16534778
865522215047654,0.30860975,-0.39605996,-0.20994096
865522217049020,0.43322626,0.3320914,-0.24170594
865522219047953,0.49125844,0.58987653,-0.25514498
865522221049086,0.54134935,0.6894476,-0.31134456
865522223050352,0.48942584,0.40600607,-0.354716
865522225051685,0.42650673,0.37301937,-0.36937678
865522227052985,0.2841751,0.070030205,-0.2832448
865522229054351,0.047770273,-0.246398,-0.073718
865522231055851,-0.013927116,-0.43698794,0.04356813
865522233057184,-0.04324865,-0.2518958,0.22255164
865522235058150,-0.007207599,-0.17920282,0.29952067
865522237060816,0.031887777,-0.26289135,0.29280114
865522239058982,0.04838114,-0.5622153,0.17490415
865522241060482,0.06059844,-0.77785075,0.038070343
865522243062148,0.0508246,-0.66850585,0.014246599
865522245062848,0.047159407,-0.30687365,0.030129096
865522247067881,0.008674897,0.2740592,0.03196169
865522249069214,-0.03408567,0.41028214,-0.0028576276
865522251070514,-0.117163345,0.4854186,-0.10670472
865522253071847,-0.22223216,0.15005355,-0.18245201
865522255073113,-0.254608,-0.08024265,-0.16656952
865522257078246,-0.30897504,-0.30687365,-0.114645965
865522259077212,-0.35112473,-0.44309658,-0.06455502
865522261078545,-0.37006155,-0.33375174,-0.050505117
865522263079911,-0.3444052,0.015052331,-0.02301618
865522265080944,-0.23506033,0.44510147,-0.022405315
865522267081210,-0.18252592,0.51718354,-0.05539204
865522269082576,-0.11349815,0.47869906,-0.18733893
865522271083909,-0.05363336,0.3320914,-0.33150315
865522273085242,-0.027366152,0.26428533,-0.36632246
865522275086875,0.035552967,0.43654934,-0.39503312
865522277088208,0.05998758,0.47992077,-0.41396993
865522279093908,0.061820175,0.41944513,-0.418246
865522281095574,0.09419603,0.11889942,-0.41213733
865522283101274,0.10335901,-0.31053886,-0.3675442
865522285102607,0.09236343,-0.39239478,-0.3302814
865522287107207,0.032498643,-0.17553763,-0.20688662
865522289108540,0.002566245,-0.0069388184,-0.12686327
865522291110573,-0.053022493,0.35774773,0.049065918
865522293111939,-0.12571545,0.3351457,0.17918022
865522295113339,-0.16358909,0.21480526,0.22927116
865522297113005,-0.26071668,0.064532414,0.28852507
865522299114371,-0.34623784,0.021160983,0.3856527
865522301115571,-0.3712833,0.0840801,0.4375762
865522303116904,-0.41037866,0.21114008,0.53042775
865522305118270,-0.43908933,0.122564614,0.54142326
865522307116136,-0.4433654,-0.011214876,0.5347038
865522309117469,-0.39755046,0.058423765,0.52309734
865522311119569,-0.3535682,0.5306226,0.5255408
865522313120835,-0.3376857,0.7810773,0.5395907
865522315125001,-0.29553598,0.9802194,0.5359255
865522317122767,-0.19046718,0.63996744,0.52065384
865522319130467,-0.027366152,-0.2323481,0.42474803
865522321131800,0.06670709,-0.7735747,0.3410595
865522323132800,0.2774556,-1.647112,0.11809369
865522325134433,0.3898548,-1.832815,-0.028513968
865522327135466,0.59632725,-1.4345309,-0.35777032
865522329136799,0.6995635,-0.65567774,-0.61189026
865522331138132,0.66840935,-0.22013079,-0.6735876
865522333139165,0.6464182,0.34736302,-0.68091804
865522335140498,0.5908295,0.3950105,-0.6112794
865522337141831,0.5541775,0.3797389,-0.5795144
865522339137231,0.4759868,0.2893308,-0.5471386
865522341138564,0.3825244,0.11462337,-0.4988802
865522343138530,0.33609867,-0.0038844922,-0.44206974
865522345139896,0.26096225,-0.25556096,-0.27469265
865522347143829,0.15772602,-0.42660323,-0.10792645
865522349145162,0.11252199,-0.51029176,-0.032179162
865522351145495,-0.014537982,-0.4204946,0.13703051
865522353146828,-0.17091948,-0.3361952,0.32945305
865522355148161,-0.25033197,-0.28488252,0.4326893
865522357149861,-0.38472232,-0.28366077,0.6367183
865522359151194,-0.43114808,-0.24945232,0.77966076
865522361152527,-0.4183199,-0.12605754,0.8053171
865522363155727,-0.4061026,0.25939843,0.7307915
865522365157360,-0.3902201,0.045595594,0.6043424
865522367156360,-0.37800282,-0.073523134,0.54569936
865522369157726,-0.28881648,-0.13827485,0.42780235
865522371158592,-0.20634967,-0.1443835,0.32945305
865522373159692,-0.1373219,-0.3129823,0.28119472
865522375158292,0.011118359,-0.1547682,0.14008483
865522377159625,0.2108713,0.23435295,-0.06272242
865522379160558,0.29455984,0.42555377,-0.16779125
865522381161924,0.38557875,0.28322217,-0.3131772
865522383163590,0.40451556,-0.12361408,-0.36265725
865522385164923,0.4234524,-0.2091352,-0.3675442
865522387173223,0.39413086,-0.16820724,-0.33272484
865522389174489,0.39474174,0.16654691,-0.26003188
865522391175822,0.39901778,0.3601912,-0.2337647
865522393177488,0.3813027,0.67539763,-0.22337997
865522395178821,0.36053327,0.6723433,-0.22948863
865522397182121,0.29089466,0.29543948,-0.21727133
865522399183454,0.20659523,-0.15293561,-0.18184114
865522401184787,0.12962621,-0.27510867,-0.15679567
865522403183487,-0.12510459,-0.25006318,-0.07310713
865522405184820,-0.31508368,-0.123003215,0.08938303
865522407180653,-0.36150944,0.1915924,0.16513032
865522409182019,-0.38227886,0.8727071,0.26164705
865522411183685,-0.4238177,1.0180931,0.30624017
865522413188351,-0.41282213,0.8061228,0.2866925
865522415189717,-0.39449614,0.65523916,0.27203172
865522417191217,-0.37739193,0.15921652,0.23965587
865522419192550,-0.38472232,-0.18286802,0.24026674
865522421194616,-0.38411146,-0.7882355,0.26836655
865522423194116,-0.32974446,-0.9250693,0.28791422
865522425195449,-0.2778209,-0.7692987,0.28547075
865522427197115,-0.22039957,0.062088955,0.23782328
865522429198448,-0.18558024,0.44326887,0.22194079
865522431199548,-0.17580642,0.51535094,0.22743857
865522433201214,-0.09028527,0.2086966,0.21399952
865522435202547,0.013561819,-0.105288126,0.13886312
865522437203880,0.06670709,-0.30443022,0.07472226
865522439199213,0.14428699,-0.46997467,-0.059668094
865522441200546,0.14367612,-0.7546379,-0.16412605
865522443201879,0.1247393,-0.7350902,-0.19955625
865522445203245,0.05632239,-0.59642375,-0.23071036
865522447197945,-0.010872791,-0.18103541,-0.21299528
865522449206011,-0.056687683,0.03826521,-0.2123844
865522451207377,-0.10922209,0.31193283,-0.23254295
865522453209377,-0.19046718,0.029713096,-0.27896872
865522455210710,-0.2216213,-0.24028933,-0.29424036
865522457210110,-0.24177985,-0.51640046,-0.29546207
865522459211443,-0.23506033,-0.53411555,-0.25331238
865522461212776,-0.22956255,-0.4485944,-0.23254295
865522463214109,-0.21795611,-0.38872957,-0.24598199
865522465215409,-0.21123658,-0.3355843,-0.30157074
865522467223209,-0.23078427,-0.33375174,-0.32967052
865522469224542,-0.27843177,-0.14316177,-0.30645764
865522471225875,-0.34990302,0.116455965,-0.23804075
865522473223908,-0.38350058,0.24901372,-0.20566489
865522475224941,-0.40732434,0.4689252,-0.19589105
865522477226107,-0.35601166,0.69433445,-0.1897824
865522479229640,-0.35845512,0.8171184,-0.18245201
865522481230273,-0.30408812,0.8592681,-0.10242867
865522483231573,-0.2356712,1.1512617,0.02035525
865522485232939,-0.17153035,1.1750854,0.079609185
865522487234072,-0.057909418,0.82322705,0.17612588
865522489235405,0.029444315,0.060867224,0.23476896
865522491236771,0.096028626,-0.15598994,0.25370577
865522493238104,0.21270388,-0.19508532,0.28424904
865522495239437,0.28112078,-0.15904427,0.32456613
865522497240803,0.28112078,0.01138714,0.31723574
865522499242203,0.22186686,0.18487287,0.28241643
865522501243536,0.083200455,0.1964793,0.27814037
865522503244836,1.2278391E-4,-0.021599585,0.2940229
865522505245869,-0.16664343,-0.38445356,0.3483899
865522507247202,-0.22895168,-0.49196583,0.37099192
865522509241902,-0.2662145,-0.23295896,0.40153515
865522511243235,-0.26682532,0.09813,0.4149742
865522513243901,-0.23994724,0.31376544,0.41619593
865522515245967,-0.20329535,0.7132713,0.40336776
865522517247300,-0.14159794,0.8134532,0.40703297
865522519250233,-0.108611226,0.8769832,0.40642208
865522521251599,-0.07195931,0.57765925,0.41436335
865522523258399,-0.0053750034,0.38401496,0.4094764
865522525259765,0.012340089,0.21847045,0.3832092
865522527254665,0.07464834,-0.05031025,0.30562934
865522529255998,0.17788456,-0.30870622,0.18956493
865522531257031,0.23652764,-0.28488252,0.10770898
865522533258364,0.32937914,0.0052784868,-0.088378765
865522535259997,0.41673288,0.3669107,-0.27774698
865522537261363,0.44544354,0.55383545,-0.36021382
865522539264296,0.511417,0.61308944,-0.5257583
865522541265629,0.50653005,0.60331553,-0.6723659
865522543269629,0.4869824,0.45304272,-0.70718527
865522545270962,0.38741136,0.16715777,-0.70046574
865522547273962,0.28539684,-0.038092945,-0.603949
865522549275328,0.23713851,-0.17309417,-0.53186697
865522551276661,0.16383468,-0.25800443,-0.38587016
865522553277994,0.099082954,-0.17003985,-0.23254295
865522555279360,0.06609623,-0.032595158,-0.1439675
865522557280693,-0.025533555,-0.018545257,0.024020443
865522559285026,-0.15686959,-0.2537284,0.16146512
865522561286392,-0.23078427,-0.495631,0.22560598
865522563287525,-0.38472232,-0.7656334,0.35694203
865522565289158,-0.49284545,-0.6080302,0.50660396
865522567290524,-0.5160583,-0.38811874,0.5719665
865522569291857,-0.55637544,0.09385395,0.6232792
865522571293190,-0.5979143,-0.058862366,0.57929695
865522573294556,-0.59180564,-0.21951993,0.5377581
865522575295189,-0.54049295,-0.53350466,0.45406958
865522577296222,-0.43786758,-0.44798353,0.39786997
865522579301922,-0.37311587,-0.4516487,0.3642724
865522581303255,-0.23811466,-0.071079664,0.23049289
865522583299121,-0.06829412,0.0999626,0.04784419
865522585300487,0.018448742,0.17509903,-0.032179162
865522587302653,0.20476264,-0.1022338,-0.1757325
865522589303986,0.32265964,-0.708823,-0.3272271
865522591305652,0.38191357,-0.7888463,-0.40175262
865522593306952,0.447887,-0.622691,-0.50315624
865522595314618,0.4564391,-0.24334368,-0.50376713
865522597315951,0.4393349,-0.17920282,-0.4658935
865522599313184,0.35075942,-0.15965514,-0.34921822
865522601314517,0.18949102,-0.21035695,-0.1580174
865522603312950,0.14306524,-0.14010744,-0.032790024
865522605314283,0.15894775,0.57338315,0.21827559
865522607314116,0.14978477,1.3601776,0.36305067
865522609315449,0.12962621,1.3546798,0.3856527
865522611316715,0.07342661,0.7285429,0.40886554
865522613323448,0.020892203,-0.14560522,0.46811947
865522615324781,0.012950954,-0.622691,0.5243191
865522617326281,0.017837875,-1.0955007,0.5896816
865522619324647,0.01478355,-1.1584198,0.5658579
865522621325980,0.011729224,-1.0185317,0.43696538
865522623332080,-0.025533555,-0.6617864,0.24393193
865522625333446,-0.023090096,-0.30320847,0.16635205
865522627334779,-0.054244224,0.6540174,0.04356813
865522629336112,-0.104335174,1.1885244,-0.05233771
865522631337278,-0.16358909,1.2929825,-0.10059607
865522633338311,-0.19474323,0.83239,-0.20077796
865522635339344,-0.19229977,0.2716157,-0.29179686
865522637344377,-0.15748045,-0.18897666,-0.31439888
865522639339477,-0.06585066,-0.59947807,-0.34005523
865522641340510,-0.0047641383,-0.42599237,-0.36632246
865522643341576,0.043494217,-0.19752878,-0.3797615
865522645346709,0.10580248,-0.14071831,-0.4005309
865522647346909,0.12596102,-0.18958752,-0.37304196
865522649352209,0.1650564,-0.17737022,-0.34066612
865522651353242,0.24080369,0.18548374,-0.28019047
865522653357375,0.20781697,0.76519483,-0.26125363
865522655352108,0.1931562,0.80001414,-0.24903631
865522657360108,0.09541776,0.46281657,-0.19772364
865522659361674,-0.014537982,-0.23723501,-0.13663712
865522661363474,-0.06585066,-0.44004226,-0.09632001
865522663365074,-0.1532044,-0.39850345,-0.013853202
865522665366074,-0.22101043,0.12622981,0.07105707
865522667367474,-0.26071668,0.2178596,0.10282206
865522669369274,-0.31874886,0.15127528,0.14985868
865522671375274,-0.30836415,0.029102232,0.14313915
865522673370940,-0.2814861,-0.022210449,0.14863695
865522675372273,-0.24361244,0.035210885,0.11992628
865522677373139,-0.2252865,-0.11322937,0.062504955
865522679374472,-0.21673438,-0.099790335,0.018522656
865522681378138,-0.1898563,-0.05702977,-0.08532443
865522683374938,-0.26499274,0.1879272,-0.14152403
865522685381771,-0.32302493,0.037654348,-0.1439675
865522687383104,-0.3957179,0.13111673,-0.09509828
865522689384404,-0.3621203,0.605759,-0.07738318
865522691385937,-0.32119232,0.7383168,-0.08532443
865522693387570,-0.26316014,0.70166487,-0.18061942
865522695389236,-0.15198267,0.20442057,-0.309512
865522697387202,-0.09700479,-0.055808038,-0.36693332
865522699388835,0.047159407,-0.42477065,-0.45367616
865522701391201,0.14978477,-0.111396775,-0.48177597
865522703392834,0.21270388,0.26428533,-0.47566733
865522705390367,0.40756992,1.712036,-0.49460417
865522707392033,0.63603354,2.605732,-0.6338814
865522709389433,0.7160568,2.73157,-0.73100895
865522711390766,0.80279976,1.9258388,-0.87822753
865522713389366,0.8076866,-0.24212193,-0.935038
865522715390999,0.77408904,-1.3752769,-0.93320537
865522717385665,0.6488617,-2.7002437,-0.90449476
865522719388665,0.4142894,-2.8047016,-0.8415756
865522721389565,0.2689035,-2.794317,-0.77682394
865522723390931,-0.036529128,-2.4613953,-0.6057816
865522725392631,-0.24300158,-2.1706235,-0.5202605
865522727393964,-0.64434004,-1.6171795,-0.3198967
865522729394830,-1.0676696,-1.5597583,-0.046839923
865522731391296,-1.333396,-1.5988536,0.11687196
865522733392929,-1.7078564,-1.184687,0.484002
865522735394262,-1.8398033,-0.1144511,0.8578515
865522737395928,-1.7701647,0.6363023,1.0136222
865522739401061,-1.6088963,2.2318823,1.1895514
865522741400061,-1.4042565,2.6668184,1.3282177
865522743401461,-1.2808617,2.4493504,1.4039651
865522745397294,-0.9650443,1.3051997,1.5078121
865522747398627,-0.5979143,-0.24028933,1.4345083
865522749400027,-0.42687201,-0.7503618,1.331883
865522751401460,-0.019424904,-1.062514,1.122967
865522753409326,0.32082704,-0.66850585,0.9659747
865522755410659,0.44361097,-0.57076746,0.8523537
865522757411992,0.6256488,-0.6202475,0.5554732
865522759413358,0.7307176,-0.3606298,0.22132991
865522761413991,0.73865885,-0.22440684,0.058839764
865522763415257,0.728885,0.26611796,-0.2019997
865522765421890,0.6965092,1.1353792,-0.39381137
865522767423223,0.6464182,1.5886413,-0.51903874
865522769424556,0.43994576,2.1481938,-0.77987826
865522771426389,0.1387892,1.920341,-0.9435901
865522773427722,0.020892203,1.4982332,-0.96802473
865522775429055,-0.16603257,0.1561622,-0.9264859
865522777432155,-0.26987967,-0.6801123,-0.84707344
865522779431955,-0.32302493,-0.7259272,-0.8012585
865522781433288,-0.36578548,-0.495631,-0.6442661
865522783434654,-0.38411146,0.4072278,-0.4127482
865522785438420,-0.37372676,0.6100351,-0.28874254
865522787439720,-0.29981205,0.796349,-0.057224635
865522789441086,-0.20390621,0.45243186,0.1443609
865522791442719,-0.16725428,0.2086966,0.23293635
865522793444052,-0.0756245,-0.441264,0.41191986
865522795445418,-0.002320677,-0.6746145,0.59701204
865522797446451,0.02883345,-0.64529306,0.6642072
865522799443984,0.08686565,-0.09307081,0.74423057
865522801445350,0.0508246,0.4762556,0.7735521
865522803446650,0.035552967,0.46953607,0.7851585
865522805447983,0.02638999,-0.17003985,0.7692761
865522807449049,0.05632239,-1.2109542,0.69047445
865522809450382,0.087476514,-1.5695322,0.6037316
865522811451615,0.13084795,-1.6300079,0.38015488
865522813446448,0.17238678,-1.1474242,0.21644299
865522815447481,0.18826927,-0.6611755,0.15779993
865522817448781,0.21881254,0.18242942,0.062504955
865522819451681,0.26218396,0.67906284,-0.02057272
865522821452714,0.28845116,0.5428399,-0.059668094
865522823454514,0.40879163,0.36507812,-0.21971478
865522825450547,0.47781938,0.53856385,-0.33455747
865522827453147,0.56822747,1.1133881,-0.522704
865522829454513,0.58227736,1.6515603,-0.59600776
865522831455679,0.56395143,1.8305439,-0.60211647
865522833457012,0.50714093,1.7089816,-0.55996674
865522835461278,0.44177836,0.67967373,-0.43962628
865522837460878,0.4124568,-0.14560522,-0.38403752
865522839462211,0.361755,-1.6825422,-0.3198967
865522841463577,0.2878403,-2.1944473,-0.28935343
865522843464910,0.20293003,-2.3667111,-0.22521257
865522845463810,0.15833688,-2.1730669,-0.19405846
865522847470676,0.02883345,-1.706366,-0.14885442
865522849472009,-0.027366152,-1.443083,-0.13724798
865522851473342,-0.20085189,-1.1278766,-0.15068701
865522853474708,-0.33096617,-0.7839594,-0.16534778
865522855476041,-0.48062816,-0.3697928,-0.16779125
865522857477674,-0.5875296,0.9899933,-0.06760935
865522859481007,-0.6333445,2.7566154,0.18895406
865522861482340,-0.59180564,3.2740183,0.31601405
865522863484540,-0.48307163,3.9862874,0.4730064
865522865485906,-0.36578548,2.8128152,0.5322603
865522867487239,-0.2937034,1.5611522,0.5505863
865522869488572,-0.0652398,-1.0454098,0.54142326
865522871489938,0.20659523,-2.1510758,0.4363545
865522873491271,0.30127937,-2.218271,0.37160274
865522875492904,0.41673288,-1.6171795,0.29096857
865522877494304,0.47109988,-0.22074166,0.2671448
865522879494070,0.5004214,0.44021454,0.25370577
865522881495403,0.5199691,1.1176641,0.24698626
865522883496303,0.5798339,0.828114,0.21583213
865522885501136,0.5920512,0.560555,0.1443609
865522887501936,0.56334054,0.022382714,-0.10120693
865522889503202,0.4222307,-0.38811874,-0.32356188
865522891504235,0.31838357,-0.58603907,-0.39747655
865522893505601,0.11557632,-0.9330106,-0.49154985
865522895505567,-0.021868365,-0.9812689,-0.549582
865522897506900,-0.08539835,-0.7705204,-0.5697406
865522899507900,-0.21001486,-0.41805112,-0.5514146
865522901509233,-0.2808752,-0.2812173,-0.4267981
865522903510566,-0.27904263,-0.26961088,-0.354716
865522905511932,-0.2497211,-0.24700886,-0.23498642
865522907509832,-0.20512794,-0.29282376,-0.16046086
865522909511165,-0.17886074,-0.31420404,-0.13908058
865522911512531,-0.1373219,-0.112618506,-0.0999852
865522913513864,-0.12693718,0.2441268,-0.051726848
865522915515897,-0.1373219,0.14638835,-0.0297357
865522917517263,-0.14892833,-0.17675935,-0.0046902234
865522919517163,-0.14404142,-0.7503618,-0.076772325
865522921518496,-0.15748045,-0.89024997,-0.1403023
865522923519029,-0.18435852,-1.0142556,-0.24353853
865522925520329,-0.1813042,-0.60192156,-0.29729468
865522927526262,-0.17702813,-0.47363988,-0.31134456
865522929527628,-0.17763901,-0.12361408,-0.34249872
865522931528961,-0.19291063,-0.14743783,-0.35593775
865522933530294,-0.2075714,-0.42660323,-0.3180641
865522935533560,-0.1794716,-0.527396,-0.19894537
865522937534893,-0.15503699,-0.42721412,-0.123198085
865522939536226,-0.1196068,0.04315213,0.023409579
865522941537892,-0.1373219,0.24840285,0.18895406
865522943538958,-0.15870218,0.20503142,0.29096857
865522945536824,-0.1971867,0.17143384,0.49255407
865522947537457,-0.26316014,0.39806485,0.6733702
865522949538857,-0.30897504,0.36629984,0.7656108
865522951540490,-0.34562695,-0.0020518964,0.9769702
865522953541823,-0.28698388,0.04254127,1.122967
865522955541623,-0.2478885,0.2038097,1.1510668
865522957542956,-0.15992391,0.474423,1.1174692
865522959544656,-0.08051143,0.39317793,0.94154006
865522961545989,-0.024311827,0.30093727,0.81753445
865522963552189,0.087476514,0.23923987,0.52065384
865522965553522,0.13573486,0.13905796,0.16818465
865522967552522,0.13268054,0.14272316,-0.007133684
865522969553888,0.07037228,0.20136623,-0.28507736
865522971555221,-0.03164221,0.24657024,-0.48849547
865522973556554,-0.06585066,0.302159,-0.5550798
865522975557220,-0.0493573,1.2606065,-0.6931354
865522977558253,0.034942105,2.0217447,-0.89533174
865522979559053,0.08136786,2.0608401,-1.0144506
865522981560419,0.10335901,1.6747732,-1.2111491
865522983561752,0.07953526,0.365689,-1.2649052
865522985563518,0.07831354,-0.31359318,-1.2325294
865522987560584,0.039829027,-0.8481003,-1.0492698
865522989561850,-0.0353074,-0.54999804,-0.7835434
865522991563183,-0.06890499,-0.4253815,-0.6271619
865522993564583,-0.13243496,0.028491365,-0.32172927
865522995564516,-0.19657582,0.34430867,-0.090211354
865522997565849,-0.21917784,0.3284262,0.01669006
865522999566915,-0.27171224,0.16165999,0.22743857
865523001568215,-0.3761702,0.13050586,0.40031344
865523003569881,-0.42809376,0.04864992,0.48094764
865523005571247,-0.52094525,-0.06436016,0.6080076
865523007572580,-0.61196417,-0.1443835,0.6617637
865523009573913,-0.6394531,-0.30015415,0.68375486
865523011575279,-0.63578796,-0.58664995,0.72529376
865523013576612,-0.576534,-0.7650226,0.7369002
865523015577645,-0.5239996,-0.77846164,0.7314024
865523017579011,-0.37739193,-0.6642298,0.6764245
865523019580344,-0.2252865,-0.26655656,0.5542515
865523021581677,-0.14159794,-0.2360133,0.48461282
865523023578177,0.052657194,-0.066192746,0.33617258
865523025583343,0.20293003,0.11828856,0.2268277
865523027584976,0.2707361,0.043762997,0.18712147
865523029586309,0.43322626,-0.39117306,0.10770898
865523031587642,0.59266204,-0.72837067,-0.05233771
865523033595275,0.6409204,-0.9293453,-0.13602625
865523035596608,0.7166677,-1.0496858,-0.27713612
865523037599574,0.7692022,-0.6190258,-0.38892448
865523039600940,0.7624826,-0.4418749,-0.43779367
865523041602273,0.71055907,-0.09795774,-0.48544115
865523043603606,0.6781832,-0.13155533,-0.47322387
865523045604239,0.6305357,-0.2549501,-0.38220495
865523047605572,0.59266204,-0.22929376,-0.30157074
865523049606972,0.58288825,-0.151103,-0.29057518
865523051608338,0.5040866,0.13478193,-0.30890113
865523053609604,0.36419845,0.48786202,-0.30890113
865523055610437,0.26218396,0.57277226,-0.26797315
865523057611803,-0.0065967334,0.6020938,-0.13419364
865523059617436,-0.25582975,0.28016785,0.01791179
865523061618802,-0.3554008,0.001613295,0.077165715
865523063619868,-0.47146517,-0.5249526,0.20850176
865523065625468,-0.46657827,-0.3728471,0.30624017
865523067626801,-0.44764146,-0.16393118,0.34533557
865523069628167,-0.3865549,0.49824673,0.4009243
865523071629200,-0.2973686,1.1329356,0.38382006
865523073630533,-0.2711014,1.2801543,0.36305067
865523075637566,-0.2356712,0.9649478,0.34044865
865523077638899,-0.17091948,0.08713443,0.35633114
865523079640232,-0.12999152,-0.4143859,0.35266596
865523081641598,-0.018814038,-0.92568016,0.2677557
865523083642931,0.09358516,-0.78212684,0.10831985
865523085640431,0.12901536,-0.65079075,0.03745948
865523087643664,0.19926485,-0.23784588,-0.04867252
865523089648297,0.23958196,0.2722266,-0.10365039
865523091651363,0.2517993,0.40844956,-0.12503068
865523093646429,0.28845116,0.54161817,-0.1861172
865523095651295,0.28050992,0.4444906,-0.31195545
865523097655261,0.2517993,0.32170668,-0.37059852
865523099656594,0.20231919,0.02665877,-0.43840453
865523101657927,0.11679804,-0.19019839,-0.48544115
865523103659293,0.083200455,-0.24700886,-0.49582586
865523105667359,-0.026755286,-0.31359318,-0.5294235
865523107668692,-0.12571545,-0.4748616,-0.5123192
865523109673525,-0.16481084,-0.504794,-0.47872165
865523111674858,-0.20512794,-0.42782497,-0.39564398
865523113676224,-0.2759883,-0.09673601,-0.30157074
865523115677590,-0.3450161,0.028491365,-0.24720372
865523117683090,-0.41770905,0.3406435,-0.08532443
865523119680423,-0.40365914,0.47869906,0.07777659
865523121682489,-0.3572334,0.49091634,0.14191744
865523123684122,-0.24911024,0.7798556,0.1443609
865523125685055,-0.123271994,0.6894476,0.06311582
