timestamp[ns],x[rad/s],y[rad/s],z[rad/s]
865506514809919,-0.3077533,-0.28610426,-0.13724798
865506516811252,-0.263771,-0.20180483,-0.06944194
865506518812852,-0.16053477,-0.19019839,-0.013242337
865506520813885,-0.037750863,-0.51517874,0.07655486
865506522815518,0.053878926,-0.3765123,0.10098946
865506524813818,0.24141455,0.004056756,0.13458705
865506526815184,0.37336144,0.34858474,0.17001724
865506528816450,0.39596346,0.36874333,0.19750617
865506530817783,0.35259205,0.34736302,0.29280114
865506532819483,0.2970033,0.05903463,0.44063056
865506534820816,0.29272723,-0.12789014,0.50965834
865506536820782,0.22492118,-0.07474486,0.5432559
865506538822148,0.2035409,-0.20669176,0.5243191
865506540822348,0.22064514,-0.105288126,0.48522368
865506542819114,0.22797552,0.21908133,0.32090095
865506544820480,0.096028626,0.6979997,0.13519792
865506546821746,-0.024311827,0.82567054,0.06189409
865506548823079,-0.2704905,0.64302176,-0.05539204
865506550824445,-0.49651065,0.11279077,-0.120143756
865506552825911,-0.53927124,-0.13216619,-0.12503068
865506554827544,-0.50689536,0.26062015,-0.13541539
865506556828877,-0.4342024,0.5294009,-0.1439675
865506558830477,-0.23261687,0.58743304,-0.19283672
865506560829443,-0.07990056,0.13233845,-0.23681901
865506562830776,0.11863064,0.041319534,-0.20810835
865506564826209,0.20903869,0.027880501,-0.17023471
865506566827575,0.30311194,0.09202135,-0.10059607
865506568828908,0.32571396,0.018717522,-0.07432886
865506570835341,0.33793128,-0.34841248,0.011192273
865506572835907,0.3141075,-0.2518958,0.098546006
865506574843873,0.2774556,0.011998004,0.17001724
865506576845206,0.2689035,0.09018876,0.18162367
865506578852972,0.28600773,-0.40277952,0.1565782
865506580854638,0.307388,-0.5927586,0.110152446
865506582855971,0.26096225,-0.5212874,-0.06577675
865506584857304,0.06731796,-0.32947567,-0.16840212
865506586861004,-0.104335174,-0.07718832,-0.16107173
865506588862404,-0.30897504,0.37485197,-0.065165885
865506590863770,-0.3712833,0.4316624,0.02707477
865506592865103,-0.34379435,0.2422942,0.021576982
865506594866103,-0.22772995,-0.29038027,-0.07493973
865506596866569,-0.07623538,-0.66728413,-0.18917152
865506598867902,0.03310951,-0.46386603,-0.22521257
865506600869235,0.20842783,0.15188614,-0.22826691
865506602873335,0.28906205,0.6124785,-0.23437555
865506604874668,0.2963924,0.63202626,-0.23987333
865506606875734,0.2689035,0.3180415,-0.19894537
865506608877100,0.13084795,0.035210885,-0.10792645
865506610878133,0.08625478,-0.21524386,-0.03340089
865506612879333,-0.06890499,-0.1969179,0.14252831
865506614880699,-0.2075714,0.022993578,0.3044076
865506616882032,-0.2900382,0.24657024,0.38198748
865506618883398,-0.40915692,0.5691071,0.5505863
865506620884764,-0.4519175,0.48602945,0.71185476
865506622886097,-0.43481326,0.30276987,0.7680543
865506624887763,-0.3743376,0.19281411,0.8376929
865506626889096,-0.32913357,0.26733968,0.86640364
865506628890429,-0.29125994,0.397454,0.88717306
865506630886662,-0.16969775,0.837277,0.9048881
865506632887995,0.05204633,1.1524833,0.8578515
865506634882695,0.1809389,1.0529124,0.7851585
865506636887995,0.38008097,0.58987653,0.5585275
865506638882928,0.5187474,0.20258796,0.2873034
865506640883961,0.5505124,0.3088785,0.16574118
865506642885327,0.56822747,0.7859643,-0.046839923
865506644886760,0.54134935,1.1414878,-0.25575584
865506646885726,0.50714093,1.1555377,-0.3651007
865506648887026,0.4289502,0.74870145,-0.5526363
865506650888359,0.3159401,0.5794918,-0.70168746
865506652889692,0.25729707,0.5202379,-0.73100895
865506654896092,0.17788456,0.7755796,-0.7132939
865506656897425,0.15955861,1.0962838,-0.64609873
865506658898691,0.16749987,1.090786,-0.60883594
865506660900057,0.18338236,0.6894476,-0.5184279
865506662898323,0.20109744,0.32048497,-0.46894783
865506664899656,0.19559966,0.10973644,-0.34310955
865506666906556,0.14489785,0.19464672,-0.15679567
865506668907889,0.08991998,0.21724874,-0.06333329
865506670915322,-0.06585066,-0.13338792,0.10954158
865506672916688,-0.263771,-0.086351305,0.26470137
865506674917854,-0.35601166,-0.031984292,0.35449854
865506676919187,-0.5172801,0.31498715,0.5328712
865506678920253,-0.63029015,0.41516906,0.67031586
865506680921586,-0.66449857,0.3229284,0.70513517
865506682922919,-0.6394531,0.032767422,0.6996374
865506684923952,-0.54782337,-0.20119397,0.6220575
865506686925285,-0.48429337,-0.34841248,0.5683014
865506688926851,-0.36334205,-0.4308793,0.45529133
865506690928217,-0.21001486,-0.30381933,0.32945305
865506692929483,-0.056687683,-0.3435256,0.1883432
865506694930816,0.031887777,-0.3361952,0.11503937
865506696928216,0.18032803,-0.4235489,-0.046839923
865506698929682,0.24691235,-0.4663095,-0.1317502
865506700936715,0.361755,-0.28243905,-0.2722492
865506702938048,0.45399567,-0.19936137,-0.35166168
865506704939314,0.47843027,-0.192031,-0.38403752
865506706945280,0.43078277,-0.6929405,-0.42740896
865506708946680,0.34159645,-0.912852,-0.38770273
865506710947680,0.30494455,-0.9702733,-0.3272271
865506712953946,0.18216063,-0.690497,-0.17512164
865506714950579,0.04288335,-0.744864,-0.029124834
865506716956612,-0.042026915,-0.65567774,0.038070343
865506718958045,-0.098226525,-0.4345445,0.16085427
865506720959378,-0.093950465,-0.323367,0.2604253
865506722961044,-0.10677864,-0.13705312,0.26225787
865506724962344,-0.15381525,-0.0069388184,0.21583213
865506726958444,-0.22039957,-0.15782253,0.16207598
865506728959444,-0.263771,-0.2744978,0.13397618
865506730955010,-0.3285227,-0.6856101,0.081441775
865506732956343,-0.36028773,-1.1547546,0.013635733
865506734957843,-0.33646396,-1.1987369,-0.021183584
865506736964109,-0.2778209,-0.5121244,-0.06883108
865506738965675,-0.23322774,0.013219736,-0.043174732
865506740967675,-0.19779757,0.0419304,-0.022405315
865506742969041,-0.061574604,-0.52678514,-0.025459642
865506744970141,0.08808738,-0.71004474,-0.06394415
865506746971474,0.15894775,-0.65079075,-0.08227011
865506748972607,0.23347332,-0.2445654,-0.06455502
865506750973940,0.20537351,0.10729299,0.0063053514
865506752975340,0.198654,0.32964793,0.057007167
865506754976706,0.25607532,0.58071357,0.14191744
865506756978039,0.30983144,0.6179763,0.14375003
865506758979272,0.2878403,0.37179765,0.123591475
865506760976105,0.18704754,-0.24700886,0.13092186
865506762977438,0.05021373,-0.41744027,0.184678
865506764979071,0.010507493,-0.49318755,0.23415808
865506766978971,-0.12876977,0.028491365,0.26592305
865506768980304,-0.26682532,0.50740975,0.26653394
865506770981970,-0.29797947,0.71999085,0.2744752
865506772978403,-0.29675773,0.9081373,0.27081
865506774979703,-0.272934,0.8275031,0.2530949
865506776976369,-0.21856697,0.5917091,0.16085427
865506778982469,-0.14526314,0.18304026,0.082663506
865506780983802,-0.090896145,0.13600364,0.050898515
865506782985168,-0.029809613,0.06636501,0.0020292941
865506784986568,0.024557395,0.2459594,-0.014464067
865506786987934,0.057544116,0.19586843,-0.0059119537
865506788989634,0.1088568,0.040097807,-0.0010250319
865506790990967,0.13268054,0.04620646,0.022187848
865506792992300,0.16566727,0.06392155,0.048455052
865506794993666,0.21270388,0.14516662,0.066781014
865506796989832,0.22247773,-0.1144511,0.06739188
865506798990932,0.22369947,-0.15232475,0.07105707
865506800992932,0.26401657,0.2019771,0.049676783
865506802993965,0.26096225,0.28016785,-0.023627046
865506804997698,0.2511884,0.22396825,-0.07432886
865506806998731,0.18765841,0.32720447,-0.18489547
865506808999764,0.13145882,-0.011825739,-0.25086892
865506811000797,0.119241506,-0.11750542,-0.30645764
865506813007063,0.058154985,-0.2714435,-0.39075705
865506815008096,0.025168259,-0.39483824,-0.42130032
865506817009129,-0.007818464,-0.23845674,-0.4249655
865506819010162,-0.030420478,-0.23295896,-0.3742637
865506821010328,-0.018814038,-0.044812463,-0.3211184
865506823011661,-0.011483656,-0.06802534,-0.2930186
865506825015361,-0.076846235,-0.0026627616,-0.23254295
865506827013527,-0.2057388,0.14272316,-0.114645965
865506829014860,-0.27537745,0.32964793,-0.038898677
865506831016226,-0.44641972,0.49885762,0.13641965
865506833017559,-0.6064664,0.03154569,0.28974682
865506835018925,-0.6730507,-0.20547001,0.3380052
865506837020258,-0.6980962,-0.63796264,0.4534587
865506839016824,-0.64922696,-0.44248575,0.56158185
865506841017857,-0.5997469,-0.42477065,0.60189897
865506843019190,-0.50200844,-0.3532994,0.65015733
865506845020523,-0.36028773,0.10240606,0.65198994
865506847021856,-0.2533863,0.42921898,0.64954644
865506849023189,-0.03408567,1.0742928,0.60067725
865506851027322,0.16933246,1.0742928,0.4394088
865506853028688,0.2652383,0.8549921,0.3392269
865506855030021,0.4375023,0.007111083,0.12542407
865506857031621,0.5425711,-0.5573284,-0.15618479
865506859032954,0.54745805,-0.8682588,-0.3021816
865506861032987,0.4869824,-0.7705204,-0.5501929
865506863034620,0.30860975,-0.5218982,-0.71756995
865506865033820,0.2475232,-0.30748454,-0.77438045
865506867035486,0.08808738,0.2722266,-0.85012776
865506869037119,0.03372037,0.85438114,-0.8947209
865506871038785,-0.0047641383,1.1011708,-0.9283185
865506873035218,-0.08417662,0.83544433,-0.9466444
865506875036851,-0.2216213,0.15127528,-0.8886123
865506877038517,-0.25155368,-0.34841248,-0.8208062
865506879046883,-0.31019676,-0.8969695,-0.63327056
865506881048516,-0.30592072,-0.9971514,-0.52698
865506883049882,-0.32913357,-0.44370747,-0.34738562
865506885048882,-0.3676181,-0.0985686,-0.12869586
865506887050215,-0.36578548,-0.022821315,-0.025459642
865506889051581,-0.42198512,-0.04542333,0.15596732
865506891052914,-0.4519175,-0.22135252,0.31234884
865506893055914,-0.4940672,-0.055197176,0.37526795
865506895057214,-0.5869187,0.3180415,0.4815585
865506897058547,-0.6541139,0.43349501,0.570134
865506899059580,-0.66205513,0.41944513,0.5841839
865506901061246,-0.64556175,0.36324552,0.58296216
865506903062579,-0.617462,-0.44737265,0.54936457
865506905063879,-0.57897747,-0.7925115,0.5511972
865506907067812,-0.4519175,-0.8334395,0.5212648
865506909069145,-0.26682532,-0.43698794,0.488278
865506911067678,-0.15259352,0.080414906,0.4326893
865506913069011,-0.10066998,0.06025636,0.39970258
865506915070577,-0.028587883,0.13905796,0.33006394
865506917071910,0.019059606,0.03826521,0.27814037
865506919073576,0.11679804,0.10851471,0.1266458
865506921074909,0.14795218,0.070030205,-0.04256387
865506923079175,0.13817833,0.1017952,-0.13663712
865506925080508,0.06670709,-0.23356983,-0.31500977
865506927081841,0.0080640325,-0.28366077,-0.450011
865506929083207,-0.010261926,-0.1443835,-0.5062106
865506931090940,-0.059131145,0.03582175,-0.57584924
865506933092273,-0.108611226,-0.13766399,-0.64548784
865506935093639,-0.15198267,-0.16637465,-0.6699225
865506937094972,-0.22834082,-0.1162837,-0.6589269
865506939090272,-0.31080762,-0.2042483,-0.5569124
865506941091638,-0.3517356,-0.11078591,-0.49216068
865506943097104,-0.42076337,0.22763343,-0.37365285
865506945098437,-0.47635213,0.09018876,-0.2441494
865506947099803,-0.5081171,-0.10650985,-0.17023471
865506949101136,-0.54660165,-0.44065315,0.01791179
865506951102469,-0.54476905,-0.7625791,0.22621684
865506953102169,-0.5117823,-0.81389177,0.31540316
865506955103569,-0.3798354,-0.5200656,0.45773476
865506957104869,-0.19657582,-0.08696216,0.52309734
865506959106969,-0.09883739,0.11156904,0.52798426
865506961108302,0.091752574,0.15249701,0.45284784
865506963111968,0.17544112,-0.18470061,0.3306748
865506965113368,0.18826927,-0.30504104,0.27203172
865506967112134,0.17971717,-0.21524386,0.17612588
865506969113467,0.13329141,0.12622981,0.1144285
865506971117867,0.1650564,0.5135184,0.077165715
865506973119167,0.29028377,1.7596835,-0.034011755
865506975120267,0.47109988,2.7071354,-0.2123844
865506977121633,0.5016432,2.967975,-0.3376118
865506979123666,0.38008097,2.9869118,-0.53675383
865506981124999,0.25363186,2.58313,-0.58317965
865506983123365,0.12840448,2.3338966,-0.5850122
865506985124698,-0.045081247,1.634456,-0.57768184
865506987126031,-0.1409871,1.3106976,-0.5795144
865506989127364,-0.22834082,1.1903571,-0.61066854
865506991122230,-0.26193842,1.5196134,-0.59112084
865506993123263,-0.2692688,1.7993897,-0.51903874
865506995128696,-0.2588841,1.702262,-0.47383472
865506997130029,-0.24361244,1.4200424,-0.40358523
865506999131195,-0.26743618,1.3045889,-0.35838118
865507001132528,-0.28698388,1.0871209,-0.25392324
865507003129728,-0.34012914,1.2080722,-0.14274578
865507005131094,-0.38350058,1.2807652,-0.07738318
865507007132427,-0.42198512,1.1384335,0.060061492
865507009133760,-0.40427002,0.6992214,0.13092186
865507011134793,-0.3987722,0.47992077,0.12603495
865507013136126,-0.39755046,-0.06558188,0.069835335
865507015137459,-0.4152656,-0.6654515,0.058839764
865507017138859,-0.40915692,-0.9116303,0.06739188
865507019139759,-0.38594407,-0.7534161,0.091215625
865507021141092,-0.33463138,-0.355132,0.11870456
865507023140125,-0.29797947,-0.23784588,0.12603495
865507025141758,-0.18374765,-0.38323182,0.07899831
865507027143091,-0.08723095,-1.2928102,-0.0059119537
865507029144457,-0.027366152,-1.7167506,-0.040120408
865507031142757,0.11985237,-1.9427707,-0.11098077
865507033143790,0.24202542,-1.5713648,-0.19039327
865507035145090,0.2719578,-1.501726,-0.20383228
865507037149290,0.32265964,-1.4394178,-0.19100413
865507039149623,0.4222307,-1.7815024,-0.19955625
865507041150989,0.44116747,-1.9262775,-0.21971478
865507043155522,0.38374615,-2.2689729,-0.23987333
865507045156855,0.28112078,-2.1846733,-0.15862827
865507047162221,0.24691235,-1.9183362,-0.103039525
865507049163554,0.15039563,-1.2677647,-0.04256387
865507051164954,-0.03164221,-1.1975151,-0.0010250319
865507053166620,-0.117163345,-1.3429011,0.02707477
865507055168586,-0.1935215,-1.4546895,0.10282206
865507057169919,-0.16969775,-1.216452,0.18528886
865507059171119,-0.1409871,-1.0661792,0.19445184
865507061172452,-0.06829412,-0.77968335,0.1669629
865507063174118,-0.033474803,-0.48097023,0.14008483
865507065175184,-0.017592307,-0.37712318,0.15963252
865507067176517,0.020281337,-0.30320847,0.20728001
865507069177883,0.08686565,-0.51334614,0.23599067
865507071179549,0.16566727,-0.62330186,0.22927116
865507073180882,0.30616626,-0.46753123,0.14985868
865507075182048,0.4094025,-0.67583627,0.033794288
865507077183381,0.44177836,-0.8352721,-0.041953
865507079184414,0.45399567,-1.0997767,-0.21666045
865507081185780,0.39901778,-0.8713131,-0.3742637
865507083187113,0.38191357,-0.74058795,-0.42801982
865507085188846,0.28906205,0.10607125,-0.5184279
865507087190212,0.14123265,0.8311683,-0.54774946
865507089191978,0.0966395,1.1659225,-0.5593559
865507091193311,0.039218158,1.815883,-0.5837905
865507093198677,0.13634573,1.4102685,-0.6974114
865507095200077,0.1387892,1.063908,-0.75788707
865507097198543,0.06670709,-0.55977184,-0.8104215
865507099199909,0.005009706,-1.0997767,-0.80370194
865507101200942,-0.14343055,-0.7057687,-0.71634823
865507103199142,-0.26438186,0.38340408,-0.52392566
865507105200508,-0.32302493,0.42799723,-0.3986983
865507107198541,-0.36578548,0.0010024299,-0.1946693
865507109199974,-0.32241407,-0.45225957,0.0020292941
865507111201040,-0.27843177,-0.39300564,0.0863287
865507113202373,-0.20085189,-0.08329698,0.23843414
865507115198639,-0.21490178,0.1439449,0.38443094
865507117199672,-0.24544504,0.1017952,0.44979352
865507119200305,-0.30653155,0.3357566,0.57502085
865507121201338,-0.36273116,0.6662347,0.642827
865507123202038,-0.4006048,0.47930992,0.6403835
865507125203338,-0.52094525,-0.10162293,0.6116728
865507127204371,-0.5099497,-0.38078836,0.57929695
865507129205404,-0.48612595,-0.26838914,0.5573058
865507131206437,-0.46108046,0.018717522,0.45406958
865507133207470,-0.43786758,-0.14316177,0.3587746
865507135208936,-0.40488085,-0.1339988,0.31295973
865507137209969,-0.27721006,0.14883181,0.21705386
865507139211302,-0.09761565,0.4286081,0.0563963
865507141212335,-0.0493573,0.35041735,-0.057224635
865507143213368,-0.034696534,0.019939253,-0.268584
865507145213701,-0.06585066,-0.3361952,-0.3675442
865507147214734,-0.06585066,-0.3129823,-0.3791506
865507149215334,-0.09883739,-0.035649486,-0.34555304
865507151216367,-0.059131145,0.1457775,-0.30645764
865507153213767,-0.029198747,0.3284262,-0.31439888
865507155214800,0.058154985,0.5709397,-0.29973814
865507157215833,0.1210741,0.3302588,-0.24292767
865507159217166,0.12901536,0.017495792,-0.21543874
865507161218499,0.07220488,-0.30687365,-0.15190876
865507163225265,-0.026755286,-0.2567827,-0.007133684
865507165226598,-0.07012672,-0.17981368,0.098546006
865507167227231,-0.14587401,0.12928413,0.30746192
865507169228497,-0.17458467,0.37118676,0.4223046
865507171230063,-0.20451708,0.3253719,0.45468044
865507173231396,-0.23078427,-0.16820724,0.49866274
865507175232762,-0.22895168,-0.38323182,0.5047714
865507177238728,-0.24911024,-0.3765123,0.5011062
865507179240394,-0.29431427,-0.19875051,0.5029388
865507181241760,-0.3450161,0.4958033,0.48705631
865507183243126,-0.37555936,0.74870145,0.46323255
865507185244459,-0.47574124,0.34430867,0.3856527
865507187245825,-0.54782337,-0.40216863,0.3202901
865507189247158,-0.54415816,-0.5328938,0.29096857
865507191248491,-0.50933886,-0.29526722,0.2005605
865507193249824,-0.50567365,-0.124835804,0.1480261
865507195250924,-0.5123931,0.028491365,0.12481321
865507197252557,-0.52094525,0.13905796,0.11870456
865507199254223,-0.50933886,0.10607125,0.11381763
865507201255856,-0.46657827,0.45426443,0.06800274
865507203257522,-0.41282213,0.7523667,-0.0083554145
865507205258855,-0.38533318,0.94478923,-0.065165885
865507207260188,-0.34929216,0.89775264,-0.20810835
865507209261521,-0.3688398,0.54161817,-0.35593775
865507211262887,-0.40732434,0.19037065,-0.41396993
865507213264187,-0.49589977,-0.6446821,-0.46406087
865507215265853,-0.57897747,-0.5927586,-0.4341285
865507217268219,-0.5960817,-0.3728471,-0.3846484
865507219269552,-0.59485996,0.07858232,-0.24048421
865507221270885,-0.53682774,0.57521576,-0.1158677
865507223266685,-0.47024348,0.92707413,-0.06027896
865507225267951,-0.27232313,1.8097744,0.02035525
865507227269317,0.030666046,2.4786718,-0.015074932
865507229271117,0.20048659,2.686366,-0.09326568
865507231272517,0.5199691,2.487835,-0.32234016
865507233274583,0.6812376,0.7609188,-0.59784037
865507235276249,0.68795705,-0.46203342,-0.7236786
865507237272949,0.5712818,-2.4962146,-0.9173229
865507239274015,0.28600773,-2.7613304,-1.016283
865507241275315,0.12596102,-2.489495,-1.0260569
865507243276648,-0.24239072,-2.0405092,-0.9973463
865507245277981,-0.68587893,-1.8120457,-0.93015105
865507247279314,-0.91373163,-1.8993993,-0.8770058
865507249280647,-1.3132375,-2.2310991,-0.73100895
865507251285147,-1.6198919,-2.5499709,-0.51903874
865507253286513,-1.7945994,-2.4601736,-0.39075705
865507255289846,-2.0248954,-1.8022717,-0.10059607
865507257290912,-1.9796915,0.119510286,0.17734763
865507259291945,-1.8092601,0.80245763,0.2671448
865507261292978,-1.4567908,1.3607885,0.3514442
865507263293978,-1.1134845,1.0015998,0.38015488
865507265295344,-0.93572277,0.5129075,0.38687438
865507267296677,-0.5637058,-0.44920525,0.3551094
865507269298043,-0.22345391,-1.0069252,0.33678344
865507271302709,-0.08662008,-1.0979441,0.3587746
865507273304375,0.14428699,-1.229891,0.4326893
865507275305375,0.34831598,-1.1016093,0.5194321
865507277306008,0.46682382,-0.90979767,0.5548624
865507279307674,0.71178085,-0.29709983,0.6098402
865507281310207,0.8913752,0.16104911,0.628777
865507283311673,0.94085526,0.29482862,0.61655974
865507285313106,0.95185083,0.64974135,0.5548624
865507287314439,0.90175986,0.84277475,0.46078908
865507289315305,0.8449494,0.98144114,0.4100873
865507291316605,0.70689386,0.92524153,0.28791422
865507293317238,0.5621188,0.6491304,0.16085427
865507295318571,0.48576066,0.55505717,0.09671341
865507297320271,0.37397233,0.5147401,0.0148574645
865507299321604,0.3128858,0.8714854,-0.026681371
865507301323270,0.31166407,1.0822339,-0.048061658
865507303324603,0.28722945,1.3278017,-0.08898962
865507305326236,0.26829264,0.84094214,-0.08227011
865507307327869,0.25668618,0.68456066,-0.06883108
865507309329535,0.26951435,0.73648417,-0.037676945
865507311328035,0.2707361,0.9026395,-0.02301618
865507313329668,0.22614293,1.2465566,0.017300926
865507315329334,0.15528256,1.1017816,0.08327437
865507317334700,0.09786122,1.2056286,0.1443609
865507319336333,0.06792883,1.3479604,0.18345627
865507321338466,0.035552967,1.4255402,0.30562934
865507323340066,0.04654854,1.3815578,0.3514442
865507325344066,0.09725036,1.0571885,0.3728245
865507327345732,0.1491739,0.48175338,0.3312857
865507329347365,0.16566727,0.34491956,0.3007424
865507331345665,0.24569061,0.64790875,0.23171464
865507333346998,0.27867734,1.7896159,0.15474561
865507335348664,0.30311194,2.3693268,0.111985035
865507337349997,0.3318226,3.9215357,-0.013242337
865507339351330,0.24935581,4.777358,-0.14091317
865507341355530,0.1491739,4.312489,-0.16107173
865507343356896,-0.0634072,1.6552255,-0.11098077
865507345358229,-0.2533863,-1.2818146,0.019744387
865507347359562,-0.28698388,-2.2017777,0.081441775
865507349360862,-0.28637302,-2.835245,0.16146512
865507351362262,-0.29920116,-2.1871169,0.18651061
865507353366862,-0.31019676,-1.7546242,0.15596732
865507355368228,-0.29431427,-1.1822436,-0.05661377
865507357369561,-0.23872553,-0.8816979,-0.46772608
865507359371161,-0.20390621,-0.8792544,-0.7029092
865507361377461,-0.15686959,-1.1749132,-1.152506
865507363379127,-0.21062574,-2.23171,-1.3999065
865507365382227,-0.24849938,-2.622053,-1.4157889
865507367383593,-0.3480704,-3.4467208,-1.2447467
865507369384926,-0.3547899,-3.5010881,-0.9582509
865507371386259,-0.33340964,-3.411291,-0.8208062
865507373387292,-0.24483418,-2.9879613,-0.57646006
865507375391492,-0.14465228,-2.3434982,-0.33822265
865507377389092,-0.095783055,-2.0191288,-0.20933008
865507379390458,0.017837875,-1.4039876,0.0863287
865507381391324,0.16872159,-1.139483,0.42352632
865507383392690,0.25057754,-1.075953,0.583573
865507385391690,0.41917634,-1.2640995,0.8395256
865507387393023,0.5529558,-1.4785132,0.9891875
865507389394056,0.6030468,-1.5182195,1.0447762
865507391395122,0.6842919,-1.3746661,1.1412929
865507393396122,0.7398806,-1.0234185,1.1553429
865507395397155,0.7502653,-0.8926934,1.1168584
865507397398221,0.69162226,-0.81572443,0.96963984
865507399399254,0.5608971,-1.0130339,0.7851585
865507401396554,0.5095844,-1.0765638,0.68497664
865507403400654,0.35075942,-1.0502967,0.46567604
865507405401687,0.20598437,-0.77418554,0.24576452
865507407402720,0.11618718,-0.58115214,0.14619349
865507409403820,-0.016981443,-0.1865332,-0.04500733
865507411404853,-0.16358909,0.66318035,-0.22826691
865507413402619,-0.16847603,1.1763071,-0.3180641
865507415405185,-0.12999152,1.7218099,-0.47872165
865507417406218,-0.12815893,1.607578,-0.53675383
865507419407284,-0.10494604,0.6045373,-0.59784037
865507421403384,-0.007207599,-0.4785268,-0.572184
865507423407684,0.118019775,-0.5176222,-0.5062106
865507425406984,0.15222822,-0.36796018,-0.45673048
865507427412117,0.23591676,-0.30198672,-0.33516833
865507429413150,0.27501214,-0.20363742,-0.27286008
865507431414183,0.38435704,-0.070468806,-0.1494653
865507433415549,0.51386046,0.09263222,-0.06638761
865507435413715,0.5578428,0.09018876,-0.043174732
865507437415081,0.5700601,0.088967025,-0.019350989
865507439416414,0.52057993,-0.119948894,0.06311582
865507441417747,0.47476506,-0.21951993,0.13214359
865507443418813,0.2896729,-0.4449292,0.24515365
865507445419813,0.11679804,-0.47547248,0.35083336
865507447425446,0.034331236,-0.3532994,0.3905396
865507449426812,-0.08906355,-0.020988718,0.4571239
865507451428145,-0.17702813,0.14089057,0.4833911
865507453429511,-0.2252865,0.17876422,0.4742281
865507455430877,-0.23994724,0.13783625,0.43513274
865507457432210,-0.12632632,0.32781532,0.33861607
865507459433543,0.0056205713,0.46281657,0.24515365
865507461434909,0.31777272,0.84338564,-0.15251961
865507463433209,0.49797797,1.6509495,-0.6693116
865507465434542,0.5144713,1.8861326,-0.86356676
865507467435908,0.45033047,1.7169229,-1.0590435
865507469437241,0.37702665,0.8152858,-1.0242244
865507471438874,0.35931155,0.28749824,-0.9643595
865507473440207,0.38191357,-0.4760833,-0.89777523
865507475440007,0.43628058,-0.4974636,-0.97352254
865507477441307,0.44177836,-0.43576625,-1.0181156
865507479449473,0.46865642,-0.10956418,-1.0449938
865507481450806,0.45888257,0.29727206,-0.9564183
865507483449172,0.4271176,0.4780882,-0.8770058
865507485450538,0.3336552,0.8452182,-0.6717551
865507487447771,0.2707361,1.1482074,-0.4267981
865507489449104,0.24324715,1.380947,-0.30279246
865507491450904,0.15650429,1.6704972,0.0038618902
865507493452237,0.12779361,1.7804528,0.37954402
865507495453570,0.11557632,1.8959063,0.5683014
865507497458370,0.14856303,2.0186903,0.9079424
865507499459703,0.1809389,2.0150251,1.2023795
865507501467169,0.19621052,1.9765407,1.3141679
865507503468835,0.2774556,1.8702501,1.5053687
865507505470668,0.37275058,1.7969463,1.6061614
865507507467401,0.41612202,1.6766058,1.6269308
865507509468734,0.5169148,1.5605414,1.6208222
865507511470034,0.63175744,1.3907208,1.5340793
